Month,Location,Budget,CPA,APPT.created,Conversion.ran,APPT.ran,Conversion.close,Orders,Average.ticket,Sales
1/1/2018,OKLAHOMACITY,55065,0,0,0,0,0,0,0,0
2/1/2018,OKLAHOMACITY,42956,0,0,0,0,0,0,0,0
3/1/2018,OKLAHOMACITY,60976,0,0,0,0,0,0,0,0
4/1/2018,OKLAHOMACITY,7981,0,0,0,0,0,0,0,0
5/1/2018,OKLAHOMACITY,,0,0,0,0,0,0,0,0
6/1/2018,OKLAHOMACITY,,0,0,0,0,0,0,0,0
7/1/2018,OKLAHOMACITY,,0,0,0,0,0,0,0,0
8/1/2018,OKLAHOMACITY,,0,0,0,0,0,0,0,0
9/1/2018,OKLAHOMACITY,,0,0,0,0,0,0,0,0
10/1/2018,OKLAHOMACITY,,0,0,0,0,0,0,0,0
11/1/2018,OKLAHOMACITY,,0,0,0,0,0,0,0,0
12/1/2018,OKLAHOMACITY,,0,0,0,0,0,0,0,0
1/1/2017,OMAHA,38885,580,67,1,60,0,18,14487,260772
2/1/2017,OMAHA,51967,317,164,1,138,0,56,9016,504890
3/1/2017,OMAHA,72325,485,149,1,157,0,60,9417,565045
4/1/2017,OMAHA,75563,268,282,1,244,0,86,8588,738589
5/1/2017,OMAHA,88455,536,165,1,204,0,83,8736,725069
6/1/2017,OMAHA,72116,376,192,1,196,0,85,6807,578566
7/1/2017,OMAHA,113639,479,237,1,243,0,119,7849,934036
8/1/2017,OMAHA,76830,432,178,1,174,0,74,7135,527965
9/1/2017,OMAHA,61113,345,177,1,178,1,95,6511,618573
10/1/2017,OMAHA,42778,276,155,1,157,1,78,7075,551829
11/1/2017,OMAHA,34030,619,55,1,68,0,28,7087,198432
12/1/2017,OMAHA,22112,0,0,0,1,0,0,0,0
1/1/2018,OMAHA,24342,0,0,0,0,0,0,0,0
2/1/2018,OMAHA,68311,0,0,0,0,0,0,0,0
3/1/2018,OMAHA,90834,90834,1,0,0,0,0,0,0
4/1/2018,OMAHA,60187,0,0,0,0,0,0,0,0
5/1/2018,OMAHA,,0,0,0,0,0,0,0,0
6/1/2018,OMAHA,,0,0,0,0,0,0,0,0
7/1/2018,OMAHA,,0,1,0,0,0,0,0,0
8/1/2018,OMAHA,,0,0,0,0,0,0,0,0
9/1/2018,OMAHA,,0,1,0,0,0,0,0,0
10/1/2018,OMAHA,,0,1,0,0,0,0,0,0
11/1/2018,OMAHA,,0,0,0,0,0,0,0,0
12/1/2018,OMAHA,,0,0,0,0,0,0,0,0
1/1/2017,PITTSBURGH,43665,508,86,1,83,0,21,8353,175405
2/1/2017,PITTSBURGH,35162,188,187,1,154,0,40,7743,309706
3/1/2017,PITTSBURGH,85092,219,389,1,226,0,63,8080,509037
4/1/2017,PITTSBURGH,78378,390,201,1,299,0,42,8104,340355
5/1/2017,PITTSBURGH,48172,309,156,1,202,0,34,9421,320304
6/1/2017,PITTSBURGH,27439,156,176,1,179,0,40,10115,404610
7/1/2017,PITTSBURGH,59398,213,279,1,212,0,30,8727,261824
8/1/2017,PITTSBURGH,60151,257,234,1,237,0,53,7875,417356
9/1/2017,PITTSBURGH,76376,457,167,1,203,0,45,9605,432203
10/1/2017,PITTSBURGH,47454,223,213,1,238,0,35,5972,209011
11/1/2017,PITTSBURGH,31159,439,71,2,123,0,19,11190,212615
12/1/2017,PITTSBURGH,10883,10883,1,7,7,0,0,0,0
1/1/2018,PITTSBURGH,37519,0,0,0,3,0,0,0,0
2/1/2018,PITTSBURGH,51937,0,0,0,0,0,0,0,0
3/1/2018,PITTSBURGH,62932,0,0,0,0,0,0,0,0
4/1/2018,PITTSBURGH,9835,0,0,0,0,0,0,0,0
5/1/2018,PITTSBURGH,,0,0,0,0,0,0,0,0
6/1/2018,PITTSBURGH,,0,0,0,0,0,0,0,0
7/1/2018,PITTSBURGH,,0,0,0,0,0,0,0,0
8/1/2018,PITTSBURGH,,0,0,0,0,0,0,0,0
9/1/2018,PITTSBURGH,,0,1,0,0,0,0,0,0
10/1/2018,PITTSBURGH,,0,0,0,0,0,0,0,0
11/1/2018,PITTSBURGH,,0,0,0,0,0,0,0,0
12/1/2018,PITTSBURGH,,0,0,0,0,0,0,0,0
1/1/2017,PORTLAND,31831,175,182,1,116,0,18,8408,151335
2/1/2017,PORTLAND,40683,256,159,1,118,0,34,10313,350632
3/1/2017,PORTLAND,49524,259,191,1,174,0,49,8359,409603
4/1/2017,PORTLAND,54223,278,195,1,257,0,40,9584,383370
5/1/2017,PORTLAND,56348,386,146,1,185,0,45,8961,403256
6/1/2017,PORTLAND,47572,315,151,1,173,0,35,8025,280872
7/1/2017,PORTLAND,76533,535,143,1,138,0,37,11111,411103
8/1/2017,PORTLAND,70566,447,158,1,144,0,38,16567,629543
9/1/2017,PORTLAND,72783,368,198,1,217,0,41,8261,338691
10/1/2017,PORTLAND,63917,223,286,1,284,0,26,11082,288134
11/1/2017,PORTLAND,35005,412,85,1,110,0,9,8662,77962
12/1/2017,PORTLAND,26347,0,0,0,0,0,0,0,0
1/1/2018,PORTLAND,36237,0,0,0,0,0,0,0,0
2/1/2018,PORTLAND,52698,0,0,0,0,0,0,0,0
3/1/2018,PORTLAND,47249,0,0,0,0,0,0,0,0
4/1/2018,PORTLAND,15210,0,0,0,0,0,0,0,0
5/1/2018,PORTLAND,,0,0,0,0,0,0,0,0
6/1/2018,PORTLAND,,0,0,0,0,0,0,0,0
7/1/2018,PORTLAND,,0,0,0,0,0,0,0,0
8/1/2018,PORTLAND,,0,0,0,0,0,0,0,0
9/1/2018,PORTLAND,,0,0,0,0,0,0,0,0
10/1/2018,PORTLAND,,0,0,0,0,0,0,0,0
11/1/2018,PORTLAND,,0,0,0,0,0,0,0,0
12/1/2018,PORTLAND,,0,0,0,0,0,0,0,0
1/1/2017,RALEIGH,31831,270,118,1,117,0,32,8894,284614
2/1/2017,RALEIGH,40683,250,163,1,123,0,30,13041,391241
3/1/2017,RALEIGH,49524,354,140,1,141,0,43,9192,395246
4/1/2017,RALEIGH,54223,205,265,1,249,0,60,11569,694159
5/1/2017,RALEIGH,56348,301,187,1,227,0,43,13533,581917
6/1/2017,RALEIGH,47572,249,191,1,203,0,39,11968,466741
7/1/2017,RALEIGH,76533,484,158,1,147,0,50,10564,528206
8/1/2017,RALEIGH,70566,415,170,1,116,0,28,10313,288769
9/1/2017,RALEIGH,72783,396,184,1,150,0,31,14707,455920
10/1/2017,RALEIGH,63917,376,170,1,180,0,45,12883,579735
11/1/2017,RALEIGH,35005,547,64,2,128,0,18,11821,212773
12/1/2017,RALEIGH,26347,26347,1,59,59,0,0,0,0
1/1/2018,RALEIGH,33496,0,0,0,0,0,0,0,0
2/1/2018,RALEIGH,58888,0,0,0,0,0,0,0,0
3/1/2018,RALEIGH,50991,50991,1,0,0,0,0,0,0
4/1/2018,RALEIGH,9690,0,0,0,0,0,0,0,0
5/1/2018,RALEIGH,,0,0,0,0,0,0,0,0
6/1/2018,RALEIGH,,0,0,0,0,0,0,0,0
7/1/2018,RALEIGH,,0,0,0,0,0,0,0,0
8/1/2018,RALEIGH,,0,0,0,0,0,0,0,0
9/1/2018,RALEIGH,,0,0,0,0,0,0,0,0
10/1/2018,RALEIGH,,0,0,0,0,0,0,0,0
11/1/2018,RALEIGH,,0,0,0,0,0,0,0,0
12/1/2018,RALEIGH,,0,0,0,0,0,0,0,0
1/1/2017,RICHMONDVA,39316,291,135,1,122,0,37,7630,282294
2/1/2017,RICHMONDVA,53218,297,179,1,157,0,47,9795,460382
3/1/2017,RICHMONDVA,86891,306,284,1,258,0,55,14185,780168
4/1/2017,RICHMONDVA,86460,339,255,1,253,0,67,9385,628827
5/1/2017,RICHMONDVA,71007,320,222,1,265,0,57,11067,630847
6/1/2017,RICHMONDVA,58363,295,198,1,211,0,41,10447,428340
7/1/2017,RICHMONDVA,63944,280,228,1,222,0,68,11438,777788
8/1/2017,RICHMONDVA,65138,288,226,1,222,0,57,12951,738192
9/1/2017,RICHMONDVA,62359,231,270,1,196,0,58,12062,699587
10/1/2017,RICHMONDVA,75365,271,278,1,317,0,57,9525,542920
11/1/2017,RICHMONDVA,29863,360,83,2,144,0,33,10306,340088
12/1/2017,RICHMONDVA,27914,27914,1,2,2,0,0,0,0
1/1/2018,RICHMONDVA,42333,0,0,0,0,0,0,0,0
2/1/2018,RICHMONDVA,61448,0,0,0,0,0,0,0,0
3/1/2018,RICHMONDVA,92023,0,0,0,0,0,0,0,0
4/1/2018,RICHMONDVA,28831,0,0,0,0,0,0,0,0
5/1/2018,RICHMONDVA,,0,0,0,0,0,0,0,0
6/1/2018,RICHMONDVA,,0,0,0,0,0,0,0,0
7/1/2018,RICHMONDVA,,0,1,0,0,0,0,0,0
8/1/2018,RICHMONDVA,,0,0,0,0,0,0,0,0
9/1/2018,RICHMONDVA,,0,0,0,0,0,0,0,0
10/1/2018,RICHMONDVA,,0,0,0,0,0,0,0,0
11/1/2018,RICHMONDVA,,0,0,0,0,0,0,0,0
12/1/2018,RICHMONDVA,,0,0,0,0,0,0,0,0
1/1/2017,ROCHESTER,22912,424,54,1,45,0,10,6846,68459
2/1/2017,ROCHESTER,25048,425,59,1,51,0,9,11559,104031
3/1/2017,ROCHESTER,44141,313,141,1,76,0,28,9518,266510
4/1/2017,ROCHESTER,43985,270,163,1,189,0,41,8176,335217
5/1/2017,ROCHESTER,65007,396,164,1,177,0,34,11435,388799
6/1/2017,ROCHESTER,33443,279,120,1,152,0,30,9859,295756
7/1/2017,ROCHESTER,54298,385,141,1,126,0,32,9902,316877
8/1/2017,ROCHESTER,51213,368,139,1,118,0,32,8987,287581
9/1/2017,ROCHESTER,46973,356,132,1,128,0,30,7842,235274
10/1/2017,ROCHESTER,27931,249,112,1,143,0,13,7722,100383
11/1/2017,ROCHESTER,16446,498,33,2,57,0,5,6869,34346
12/1/2017,ROCHESTER,8961,0,0,0,1,0,0,0,0
1/1/2018,ROCHESTER,25970,0,0,0,0,0,0,0,0
2/1/2018,ROCHESTER,22508,0,0,0,0,0,0,0,0
3/1/2018,ROCHESTER,28303,0,0,0,0,0,0,0,0
4/1/2018,ROCHESTER,1786,0,0,0,0,0,0,0,0
5/1/2018,ROCHESTER,,0,0,0,0,0,0,0,0
6/1/2018,ROCHESTER,,0,0,0,0,0,0,0,0
7/1/2018,ROCHESTER,,0,0,0,0,0,0,0,0
8/1/2018,ROCHESTER,,0,0,0,0,0,0,0,0
9/1/2018,ROCHESTER,,0,0,0,0,0,0,0,0
10/1/2018,ROCHESTER,,0,0,0,0,0,0,0,0
11/1/2018,ROCHESTER,,0,0,0,0,0,0,0,0
12/1/2018,ROCHESTER,,0,0,0,0,0,0,0,0
1/1/2017,SALTLAKECITY,27327,265,103,1,95,0,19,7251,137763
2/1/2017,SALTLAKECITY,32626,297,110,1,98,0,17,8246,140184
3/1/2017,SALTLAKECITY,40901,232,176,1,129,0,26,9607,249772
4/1/2017,SALTLAKECITY,53029,344,154,1,173,0,26,10188,264882
5/1/2017,SALTLAKECITY,47137,399,118,1,144,0,40,6257,250264
6/1/2017,SALTLAKECITY,37559,278,135,1,145,0,33,5503,181585
7/1/2017,SALTLAKECITY,45459,293,155,1,150,0,41,9641,395298
8/1/2017,SALTLAKECITY,32290,265,122,1,122,0,33,8181,269965
9/1/2017,SALTLAKECITY,30168,219,138,1,144,0,37,6103,225825
10/1/2017,SALTLAKECITY,31651,175,181,1,180,0,41,7342,301032
11/1/2017,SALTLAKECITY,9767,264,37,1,53,0,15,7861,117913
12/1/2017,SALTLAKECITY,7087,0,0,0,0,0,0,0,0
1/1/2018,SALTLAKECITY,19808,0,0,0,0,0,0,0,0
2/1/2018,SALTLAKECITY,35693,0,0,0,0,0,0,0,0
3/1/2018,SALTLAKECITY,56989,0,0,0,0,0,0,0,0
4/1/2018,SALTLAKECITY,6129,0,0,0,0,0,0,0,0
5/1/2018,SALTLAKECITY,,0,0,0,0,0,0,0,0
6/1/2018,SALTLAKECITY,,0,0,0,0,0,0,0,0
7/1/2018,SALTLAKECITY,,0,0,0,0,0,0,0,0
8/1/2018,SALTLAKECITY,,0,1,0,0,0,0,0,0
9/1/2018,SALTLAKECITY,,0,0,0,0,0,0,0,0
10/1/2018,SALTLAKECITY,,0,0,0,0,0,0,0,0
11/1/2018,SALTLAKECITY,,0,0,0,0,0,0,0,0
12/1/2018,SALTLAKECITY,,0,0,0,0,0,0,0,0
1/1/2017,SANANTONIO,34683,296,117,1,102,0,36,7825,281702
2/1/2017,SANANTONIO,37109,203,183,1,126,0,20,9757,195147
3/1/2017,SANANTONIO,40709,328,124,1,170,0,30,6453,193584
4/1/2017,SANANTONIO,55103,317,174,1,164,0,36,9164,329921
5/1/2017,SANANTONIO,26158,284,92,1,114,0,19,7182,136458
6/1/2017,SANANTONIO,34061,275,124,1,138,0,26,7945,206575
7/1/2017,SANANTONIO,43167,325,133,1,135,0,24,7263,174310
8/1/2017,SANANTONIO,53943,490,110,1,115,0,29,7959,230799
9/1/2017,SANANTONIO,63795,375,170,1,120,0,35,9944,348041
10/1/2017,SANANTONIO,32933,314,105,2,159,0,36,8941,321889
11/1/2017,SANANTONIO,26150,747,35,1,49,0,13,6775,88071
12/1/2017,SANANTONIO,23312,0,0,0,0,0,0,0,0
1/1/2018,SANANTONIO,25210,0,0,0,0,0,0,0,0
2/1/2018,SANANTONIO,48516,0,0,0,0,0,0,0,0
3/1/2018,SANANTONIO,32832,0,0,0,0,0,0,0,0
4/1/2018,SANANTONIO,10765,0,0,0,0,0,0,0,0
5/1/2018,SANANTONIO,,0,0,0,0,0,0,0,0
6/1/2018,SANANTONIO,,0,0,0,0,0,0,0,0
7/1/2018,SANANTONIO,,0,0,0,0,0,0,0,0
8/1/2018,SANANTONIO,,0,0,0,0,0,0,0,0
9/1/2018,SANANTONIO,,0,0,0,0,0,0,0,0
10/1/2018,SANANTONIO,,0,0,0,0,0,0,0,0
11/1/2018,SANANTONIO,,0,1,0,0,0,0,0,0
12/1/2018,SANANTONIO,,0,0,0,0,0,0,0,0
1/1/2017,SEATTLE,77740,305,255,1,217,0,74,6731,498095
2/1/2017,SEATTLE,135604,375,362,1,230,0,75,9503,712721
3/1/2017,SEATTLE,145805,628,232,1,280,0,88,6678,587655
4/1/2017,SEATTLE,170862,495,345,1,369,0,116,9315,1080576
5/1/2017,SEATTLE,144355,412,350,1,346,0,128,8455,1082286
6/1/2017,SEATTLE,105039,301,349,1,379,0,122,8293,1011735
7/1/2017,SEATTLE,165512,382,433,1,410,0,104,8556,889802
8/1/2017,SEATTLE,128057,362,354,1,332,0,99,10704,1059724
9/1/2017,SEATTLE,119968,380,316,1,330,0,106,10704,1134582
10/1/2017,SEATTLE,126433,407,311,1,390,0,127,9100,1155713
11/1/2017,SEATTLE,61398,877,70,1,102,0,26,7142,185703
12/1/2017,SEATTLE,39232,0,0,0,2,0,0,0,0
1/1/2018,SEATTLE,97146,0,0,0,1,0,0,0,0
2/1/2018,SEATTLE,140776,0,0,0,1,0,0,0,0
3/1/2018,SEATTLE,126675,0,0,0,0,0,0,0,0
4/1/2018,SEATTLE,64414,32207,2,1,1,0,0,0,0
5/1/2018,SEATTLE,,0,0,0,0,0,0,0,0
6/1/2018,SEATTLE,,0,1,0,0,0,0,0,0
7/1/2018,SEATTLE,,0,0,0,0,0,0,0,0
8/1/2018,SEATTLE,,0,0,0,0,0,0,0,0
9/1/2018,SEATTLE,,0,0,0,0,0,0,0,0
10/1/2018,SEATTLE,,0,0,0,0,0,0,0,0
11/1/2018,SEATTLE,,0,0,0,0,0,0,0,0
12/1/2018,SEATTLE,,0,0,0,0,0,0,0,0
1/1/2017,SOUTHBEND,24596,346,71,1,68,0,12,6794,81532
2/1/2017,SOUTHBEND,27519,205,134,1,119,0,51,7258,370173
3/1/2017,SOUTHBEND,67136,259,259,1,225,0,73,7818,570685
4/1/2017,SOUTHBEND,63226,207,306,1,285,0,104,7550,785155
5/1/2017,SOUTHBEND,42254,166,255,1,249,0,94,8247,775206
6/1/2017,SOUTHBEND,55416,202,275,1,292,0,109,7200,784789
7/1/2017,SOUTHBEND,69536,218,319,1,325,0,110,9002,990226
8/1/2017,SOUTHBEND,61484,282,218,1,216,0,72,6480,466578
9/1/2017,SOUTHBEND,56612,271,209,1,233,0,97,5151,499657
10/1/2017,SOUTHBEND,34216,201,170,1,197,0,91,5684,517231
11/1/2017,SOUTHBEND,23763,580,41,1,59,0,20,5471,109419
12/1/2017,SOUTHBEND,17627,0,0,0,5,0,0,0,0
1/1/2018,SOUTHBEND,20451,0,0,0,0,0,0,0,0
2/1/2018,SOUTHBEND,33619,0,0,0,0,0,0,0,0
3/1/2018,SOUTHBEND,61140,0,0,0,0,0,0,0,0
4/1/2018,SOUTHBEND,33798,0,0,0,0,0,0,0,0
5/1/2018,SOUTHBEND,,0,0,0,0,0,0,0,0
6/1/2018,SOUTHBEND,,0,1,0,0,0,0,0,0
7/1/2018,SOUTHBEND,,0,0,0,0,0,0,0,0
8/1/2018,SOUTHBEND,,0,0,0,0,0,0,0,0
9/1/2018,SOUTHBEND,,0,0,0,0,0,0,0,0
10/1/2018,SOUTHBEND,,0,0,0,0,0,0,0,0
11/1/2018,SOUTHBEND,,0,0,0,0,0,0,0,0
12/1/2018,SOUTHBEND,,0,,0,,0,,,0
1/1/2017,STLOUIS,40253,307,131,1,126,0,37,4649,172014
2/1/2017,STLOUIS,41626,344,121,1,116,0,29,6990,202707
3/1/2017,STLOUIS,62838,345,182,1,144,0,42,7006,294234
4/1/2017,STLOUIS,72627,283,257,1,268,0,71,5752,408386
5/1/2017,STLOUIS,73824,298,248,1,204,0,59,7140,421285
6/1/2017,STLOUIS,45461,228,199,1,235,0,64,5938,380029
7/1/2017,STLOUIS,86794,338,257,1,242,0,88,7238,636912
8/1/2017,STLOUIS,87410,392,223,1,207,0,57,8881,506218
9/1/2017,STLOUIS,86776,402,216,1,209,0,50,9374,468696
10/1/2017,STLOUIS,62139,262,237,1,228,0,63,7305,460187
11/1/2017,STLOUIS,47864,488,98,1,133,0,16,6447,103146
12/1/2017,STLOUIS,16496,0,0,0,1,0,0,0,0
1/1/2018,STLOUIS,31256,0,0,0,0,0,0,0,0
2/1/2018,STLOUIS,62030,0,0,0,0,0,0,0,0
3/1/2018,STLOUIS,67487,0,0,0,0,0,0,0,0
4/1/2018,STLOUIS,8922,0,0,0,0,0,0,0,0
5/1/2018,STLOUIS,,0,0,0,0,0,0,0,0
6/1/2018,STLOUIS,,0,0,0,0,0,0,0,0
7/1/2018,STLOUIS,,0,0,0,0,0,0,0,0
8/1/2018,STLOUIS,,0,0,0,0,0,0,0,0
9/1/2018,STLOUIS,,0,0,0,0,0,0,0,0
10/1/2018,STLOUIS,,0,0,0,0,0,0,0,0
11/1/2018,STLOUIS,,0,0,0,0,0,0,0,0
12/1/2018,STLOUIS,,0,0,0,0,0,0,0,0
1/1/2017,TOLEDO,33033,375,88,1,75,0,19,7680,145928
2/1/2017,TOLEDO,30382,227,134,1,111,0,21,14522,304954
3/1/2017,TOLEDO,72027,346,208,1,175,0,56,11163,625132
4/1/2017,TOLEDO,66309,243,273,1,295,0,92,10404,957182
5/1/2017,TOLEDO,68030,324,210,1,220,0,80,10814,865109
6/1/2017,TOLEDO,59855,275,218,1,234,0,55,11606,638309
7/1/2017,TOLEDO,84620,310,273,1,240,0,74,11914,881643
8/1/2017,TOLEDO,70772,407,174,1,195,0,45,10350,465761
9/1/2017,TOLEDO,71061,308,231,1,222,0,59,8119,479000
10/1/2017,TOLEDO,60725,370,164,1,195,0,64,10312,659970
11/1/2017,TOLEDO,17994,383,47,1,60,0,19,7130,135479
12/1/2017,TOLEDO,19591,0,0,0,2,0,0,0,0
1/1/2018,TOLEDO,30049,0,0,0,0,0,0,0,0
2/1/2018,TOLEDO,51787,0,0,0,0,0,0,0,0
3/1/2018,TOLEDO,64499,0,0,0,0,0,0,0,0
4/1/2018,TOLEDO,38440,0,0,0,0,0,0,0,0
5/1/2018,TOLEDO,,0,0,0,0,0,0,0,0
6/1/2018,TOLEDO,,0,0,0,0,0,0,0,0
7/1/2018,TOLEDO,,0,0,0,0,0,0,0,0
8/1/2018,TOLEDO,,0,0,0,0,0,0,0,0
9/1/2018,TOLEDO,,0,0,0,0,0,0,0,0
10/1/2018,TOLEDO,,0,0,0,0,0,0,0,0
11/1/2018,TOLEDO,,0,0,0,0,0,0,0,0
12/1/2018,TOLEDO,,0,0,0,0,0,0,0,0
1/1/2017,TULSA,18354,296,62,1,46,0,14,13840,193755
2/1/2017,TULSA,25689,514,50,1,55,0,12,5648,67775
3/1/2017,TULSA,34763,391,89,1,61,0,17,10182,173089
4/1/2017,TULSA,33255,361,92,1,111,0,14,6212,86974
5/1/2017,TULSA,30390,584,52,1,62,0,26,7414,192762
6/1/2017,TULSA,23478,470,50,1,57,0,12,11422,137064
7/1/2017,TULSA,51995,667,78,1,67,0,14,11810,165335
8/1/2017,TULSA,30032,613,49,1,51,0,8,17963,143700
9/1/2017,TULSA,38509,475,81,1,57,0,16,9368,149886
10/1/2017,TULSA,29377,342,86,1,91,0,21,11907,250053
11/1/2017,TULSA,15615,919,17,3,50,0,4,8720,34881
12/1/2017,TULSA,16472,0,0,0,8,0,0,0,0
1/1/2018,TULSA,27186,0,0,0,3,0,0,0,0
2/1/2018,TULSA,25689,0,0,0,0,0,0,0,0
3/1/2018,TULSA,29576,0,0,0,1,0,0,0,0
4/1/2018,TULSA,7389,0,0,0,0,0,0,0,0
5/1/2018,TULSA,,0,1,0,0,0,0,0,0
6/1/2018,TULSA,,0,0,0,0,0,0,0,0
7/1/2018,TULSA,,0,0,0,1,0,0,0,0
8/1/2018,TULSA,,0,0,0,0,0,0,0,0
9/1/2018,TULSA,,0,0,0,0,0,0,0,0
10/1/2018,TULSA,,0,1,0,0,0,0,0,0
11/1/2018,TULSA,,0,0,0,0,0,0,0,0
12/1/2018,TULSA,,0,0,0,0,0,0,0,0
1/1/2017,WICHITA,19336,307,63,1,48,0,19,9412,178832
2/1/2017,WICHITA,21635,223,97,1,84,0,28,9204,257704
3/1/2017,WICHITA,39334,480,82,1,101,0,46,9769,449385
4/1/2017,WICHITA,30950,292,106,1,108,0,45,8811,396508
5/1/2017,WICHITA,35289,447,79,1,72,0,29,7992,231775
6/1/2017,WICHITA,27272,354,77,1,87,0,34,9082,308772
7/1/2017,WICHITA,40207,366,110,1,104,0,38,10092,383500
8/1/2017,WICHITA,44526,602,74,1,70,1,35,8478,296743
9/1/2017,WICHITA,41257,558,74,1,80,0,34,12899,438564
10/1/2017,WICHITA,28558,332,86,1,85,0,35,7079,247753
11/1/2017,WICHITA,17061,682,25,1,32,0,14,6331,88634
12/1/2017,WICHITA,19693,0,0,0,0,0,0,0,0
1/1/2018,WICHITA,22350,0,0,0,0,0,0,0,0
2/1/2018,WICHITA,38455,0,0,0,0,0,0,0,0
3/1/2018,WICHITA,44931,0,0,0,0,0,0,0,0
4/1/2018,WICHITA,28917,0,0,0,0,0,0,0,0
5/1/2018,WICHITA,,0,0,0,0,0,0,0,0
6/1/2018,WICHITA,,0,0,0,0,0,0,0,0
7/1/2018,WICHITA,,0,0,0,0,0,0,0,0
8/1/2018,WICHITA,,0,0,0,0,0,0,0,0
9/1/2018,WICHITA,,0,0,0,0,0,0,0,0
10/1/2018,WICHITA,,0,0,0,0,0,0,0,0
11/1/2018,WICHITA,,0,0,0,0,0,0,0,0
12/1/2018,WICHITA,,0,0,0,0,0,0,0,0
